schema_version,exam_key,exam_date,variant,source_dir,section,block,is_extra,source_question_no,section_question_no,choice_question_no,answer_type,correct_answer,canonical_key,source_pdf,source_page,source_sha256,confidence
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,1,1,,text,explains,2026-03-27:reading:main:q1,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,2,2,,text,advantageous,2026-03-27:reading:main:q2,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,3,3,,text,increase,2026-03-27:reading:main:q3,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,4,4,,text,frequency,2026-03-27:reading:main:q4,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,5,5,,text,population,2026-03-27:reading:main:q5,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,6,6,,text,adapt,2026-03-27:reading:main:q6,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,7,7,,text,their,2026-03-27:reading:main:q7,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,8,8,,text,which,2026-03-27:reading:main:q8,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,9,9,,text,to,2026-03-27:reading:main:q9,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,10,10,,text,diversity,2026-03-27:reading:main:q10,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,11,11,,text,had,2026-03-27:reading:main:q11,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,12,12,,text,wheels,2026-03-27:reading:main:q12,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,13,13,,text,place,2026-03-27:reading:main:q13,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,14,14,,text,sit,2026-03-27:reading:main:q14,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,15,15,,text,no,2026-03-27:reading:main:q15,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,16,16,,text,riders,2026-03-27:reading:main:q16,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,17,17,,text,push,2026-03-27:reading:main:q17,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,18,18,,text,along,2026-03-27:reading:main:q18,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,19,19,,text,their,2026-03-27:reading:main:q19,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,20,20,,text,later,2026-03-27:reading:main:q20,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,21,21,1,choice,B,2026-03-27:reading:main:q21,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,22,22,2,choice,C,2026-03-27:reading:main:q22,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,23,23,3,choice,C,2026-03-27:reading:main:q23,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,24,24,4,choice,D,2026-03-27:reading:main:q24,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,25,25,5,choice,C,2026-03-27:reading:main:q25,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,26,26,6,choice,D,2026-03-27:reading:main:q26,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,27,27,7,choice,A,2026-03-27:reading:main:q27,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,28,28,8,choice,B,2026-03-27:reading:main:q28,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,29,29,9,choice,D,2026-03-27:reading:main:q29,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,30,30,10,choice,B,2026-03-27:reading:main:q30,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,31,31,11,choice,B,2026-03-27:reading:main:q31,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,32,32,12,choice,A,2026-03-27:reading:main:q32,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,33,33,13,choice,C,2026-03-27:reading:main:q33,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,34,34,14,choice,A,2026-03-27:reading:main:q34,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,main,False,35,35,15,choice,C,2026-03-27:reading:main:q35,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,extra,True,1,36,,text,examine,2026-03-27:reading:extra:q1,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,extra,True,2,37,,text,planets,2026-03-27:reading:extra:q2,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,extra,True,3,38,,text,galaxies,2026-03-27:reading:extra:q3,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,extra,True,4,39,,text,observations,2026-03-27:reading:extra:q4,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,extra,True,5,40,,text,models,2026-03-27:reading:extra:q5,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,extra,True,6,41,,text,describe,2026-03-27:reading:extra:q6,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,extra,True,7,42,,text,events,2026-03-27:reading:extra:q7,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,extra,True,8,43,,text,widely,2026-03-27:reading:extra:q8,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,extra,True,9,44,,text,idea,2026-03-27:reading:extra:q9,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,extra,True,10,45,,text,which,2026-03-27:reading:extra:q10,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,extra,True,11,46,1,choice,B,2026-03-27:reading:extra:q11,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,extra,True,12,47,2,choice,D,2026-03-27:reading:extra:q12,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,extra,True,13,48,3,choice,A,2026-03-27:reading:extra:q13,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,extra,True,14,49,4,choice,C,2026-03-27:reading:extra:q14,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,reading,extra,True,15,50,5,choice,C,2026-03-27:reading:extra:q15,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,1,1,1,choice,A,2026-03-27:listening:main:q1,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,2,2,2,choice,A,2026-03-27:listening:main:q2,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,3,3,3,choice,D,2026-03-27:listening:main:q3,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,4,4,4,choice,C,2026-03-27:listening:main:q4,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,5,5,5,choice,C,2026-03-27:listening:main:q5,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,6,6,6,choice,A,2026-03-27:listening:main:q6,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,7,7,7,choice,A,2026-03-27:listening:main:q7,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,8,8,8,choice,A,2026-03-27:listening:main:q8,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,9,9,9,choice,B,2026-03-27:listening:main:q9,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,10,10,10,choice,D,2026-03-27:listening:main:q10,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,11,11,11,choice,B,2026-03-27:listening:main:q11,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,12,12,12,choice,B,2026-03-27:listening:main:q12,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,13,13,13,choice,C,2026-03-27:listening:main:q13,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,14,14,14,choice,D,2026-03-27:listening:main:q14,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,15,15,15,choice,A,2026-03-27:listening:main:q15,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,16,16,16,choice,D,2026-03-27:listening:main:q16,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,17,17,17,choice,B,2026-03-27:listening:main:q17,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,18,18,18,choice,C,2026-03-27:listening:main:q18,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,19,19,19,choice,B,2026-03-27:listening:main:q19,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,20,20,20,choice,D,2026-03-27:listening:main:q20,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,21,21,21,choice,D,2026-03-27:listening:main:q21,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,22,22,22,choice,A,2026-03-27:listening:main:q22,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,23,23,23,choice,D,2026-03-27:listening:main:q23,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,24,24,24,choice,A,2026-03-27:listening:main:q24,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,25,25,25,choice,D,2026-03-27:listening:main:q25,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,26,26,26,choice,A,2026-03-27:listening:main:q26,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,27,27,27,choice,A,2026-03-27:listening:main:q27,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,28,28,28,choice,C,2026-03-27:listening:main:q28,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,29,29,29,choice,B,2026-03-27:listening:main:q29,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,30,30,30,choice,B,2026-03-27:listening:main:q30,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,31,31,31,choice,D,2026-03-27:listening:main:q31,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,main,False,32,32,32,choice,A,2026-03-27:listening:main:q32,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,extra,True,1,33,1,choice,A,2026-03-27:listening:extra:q1,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,extra,True,2,34,2,choice,D,2026-03-27:listening:extra:q2,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,extra,True,3,35,3,choice,B,2026-03-27:listening:extra:q3,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,extra,True,4,36,4,choice,B,2026-03-27:listening:extra:q4,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,extra,True,5,37,5,choice,A,2026-03-27:listening:extra:q5,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,extra,True,6,38,6,choice,B,2026-03-27:listening:extra:q6,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,extra,True,7,39,7,choice,A,2026-03-27:listening:extra:q7,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,extra,True,8,40,8,choice,D,2026-03-27:listening:extra:q8,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,extra,True,9,41,9,choice,A,2026-03-27:listening:extra:q9,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,extra,True,10,42,10,choice,B,2026-03-27:listening:extra:q10,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,extra,True,11,43,11,choice,B,2026-03-27:listening:extra:q11,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,extra,True,12,44,12,choice,D,2026-03-27:listening:extra:q12,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,extra,True,13,45,13,choice,A,2026-03-27:listening:extra:q13,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,extra,True,14,46,14,choice,D,2026-03-27:listening:extra:q14,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
1.0,2026-03-27,2026-03-27,default,3.27新托福真题,listening,extra,True,15,47,15,choice,A,2026-03-27:listening:extra:q15,3.27新托福真题/3.27答案.pdf,1,19ac5bacd4921c3409e7926c3841063db2e709e694d42b80e079ff8d2612a85f,high
